template_date,baseline,predictor,status,termination_condition,solver_invoked,mip_gap,runtime_seconds,level_bound_hit_count
2025-07-07,Q4_2_PRICE_CANDIDATE_P3,P3_SHAPE_LEVEL,OPTIMAL,Optimal,True,0.0,0.02237039999999979,0
2025-07-08,Q4_2_PRICE_CANDIDATE_P3,P3_SHAPE_LEVEL,OPTIMAL,Optimal,True,0.0,0.027839700000185985,0
2025-07-09,Q4_2_PRICE_CANDIDATE_P3,P3_SHAPE_LEVEL,OPTIMAL,Optimal,True,0.0,0.02448509999885573,0
2025-07-10,Q4_2_PRICE_CANDIDATE_P3,P3_SHAPE_LEVEL,OPTIMAL,Optimal,True,2.4079790713703876e-16,0.02649770000061835,0
2025-07-11,Q4_2_PRICE_CANDIDATE_P3,P3_SHAPE_LEVEL,OPTIMAL,Optimal,True,0.0,0.04595140000128595,0
2025-07-12,Q4_2_PRICE_CANDIDATE_P3,P3_SHAPE_LEVEL,OPTIMAL,Optimal,True,0.0,0.0435364999993908,0
2025-07-13,Q4_2_PRICE_CANDIDATE_P3,P3_SHAPE_LEVEL,OPTIMAL,Optimal,True,0.0,0.018856099999538856,0
2025-07-14,Q4_2_PRICE_CANDIDATE_P3,P3_SHAPE_LEVEL,OPTIMAL,Optimal,True,0.0,0.018035899998722016,0
2025-07-15,Q4_2_PRICE_CANDIDATE_P3,P3_SHAPE_LEVEL,OPTIMAL,Optimal,True,1.2810862692495228e-16,0.018511800000851508,0
2025-07-16,Q4_2_PRICE_CANDIDATE_P3,P3_SHAPE_LEVEL,OPTIMAL,Optimal,True,0.0,0.02021449999847391,0
2025-07-17,Q4_2_PRICE_CANDIDATE_P3,P3_SHAPE_LEVEL,OPTIMAL,Optimal,True,0.0,0.01722919999883743,0
2025-07-18,Q4_2_PRICE_CANDIDATE_P3,P3_SHAPE_LEVEL,OPTIMAL,Optimal,True,0.0,0.021028599998317077,0
2025-07-19,Q4_2_PRICE_CANDIDATE_P3,P3_SHAPE_LEVEL,OPTIMAL,Optimal,True,0.0,0.032920499999818276,0
2025-07-20,Q4_2_PRICE_CANDIDATE_P3,P3_SHAPE_LEVEL,OPTIMAL,Optimal,True,0.0,0.01826000000073691,0
2025-07-21,Q4_2_PRICE_CANDIDATE_P3,P3_SHAPE_LEVEL,OPTIMAL,Optimal,True,1.1381995941788527e-16,0.019025699999474455,0
2025-07-22,Q4_2_PRICE_CANDIDATE_P3,P3_SHAPE_LEVEL,OPTIMAL,Optimal,True,0.0,0.019256199999290402,0
2025-07-23,Q4_2_PRICE_CANDIDATE_P3,P3_SHAPE_LEVEL,OPTIMAL,Optimal,True,0.0,0.022385500000382308,0
2025-07-24,Q4_2_PRICE_CANDIDATE_P3,P3_SHAPE_LEVEL,OPTIMAL,Optimal,True,0.0,0.020315300000220304,0
2025-07-25,Q4_2_PRICE_CANDIDATE_P3,P3_SHAPE_LEVEL,OPTIMAL,Optimal,True,0.0,0.03718230000049516,0
2025-07-26,Q4_2_PRICE_CANDIDATE_P3,P3_SHAPE_LEVEL,OPTIMAL,Optimal,True,0.0,0.03371989999868674,0
2025-07-27,Q4_2_PRICE_CANDIDATE_P3,P3_SHAPE_LEVEL,OPTIMAL,Optimal,True,0.0,0.019829500000923872,0
2025-07-28,Q4_2_PRICE_CANDIDATE_P3,P3_SHAPE_LEVEL,OPTIMAL,Optimal,True,0.0,0.018289300000105868,0
2025-07-29,Q4_2_PRICE_CANDIDATE_P3,P3_SHAPE_LEVEL,OPTIMAL,Optimal,True,0.0,0.014518800000587362,0
2025-07-30,Q4_2_PRICE_CANDIDATE_P3,P3_SHAPE_LEVEL,OPTIMAL,Optimal,True,0.0,0.012801200000467361,0
2025-07-31,Q4_2_PRICE_CANDIDATE_P3,P3_SHAPE_LEVEL,OPTIMAL,Optimal,True,0.0,0.02443459999994957,0
2025-08-01,Q4_2_PRICE_CANDIDATE_P3,P3_SHAPE_LEVEL,OPTIMAL,Optimal,True,1.4578230280486312e-16,0.020093299999643932,0
2025-08-02,Q4_2_PRICE_CANDIDATE_P3,P3_SHAPE_LEVEL,OPTIMAL,Optimal,True,0.0,0.02420239999992191,0
2025-08-03,Q4_2_PRICE_CANDIDATE_P3,P3_SHAPE_LEVEL,OPTIMAL,Optimal,True,0.0,0.018276099999638973,0
2025-08-04,Q4_2_PRICE_CANDIDATE_P3,P3_SHAPE_LEVEL,OPTIMAL,Optimal,True,2.914689331008754e-16,0.036598599999706494,0
