template_date,baseline,predictor,status,termination_condition,solver_invoked,mip_gap,runtime_seconds,level_bound_hit_count
2025-07-10,Q4_2_PRICE_BASELINE_P0,P0_RECENT_SAME_CLOCK,OPTIMAL,Optimal,True,2.124998453568571e-16,0.02434979999998177,0
2025-07-11,Q4_2_PRICE_BASELINE_P0,P0_RECENT_SAME_CLOCK,OPTIMAL,Optimal,True,0.0,0.04902900000161026,0
2025-07-12,Q4_2_PRICE_BASELINE_P0,P0_RECENT_SAME_CLOCK,OPTIMAL,Optimal,True,0.0,0.0338142999989941,0
2025-07-13,Q4_2_PRICE_BASELINE_P0,P0_RECENT_SAME_CLOCK,OPTIMAL,Optimal,True,0.0,0.01878250000117987,0
2025-07-14,Q4_2_PRICE_BASELINE_P0,P0_RECENT_SAME_CLOCK,OPTIMAL,Optimal,True,1.1412299907022307e-16,0.01754340000115917,0
2025-07-15,Q4_2_PRICE_BASELINE_P0,P0_RECENT_SAME_CLOCK,OPTIMAL,Optimal,True,0.0,0.018320899998798268,0
2025-07-16,Q4_2_PRICE_BASELINE_P0,P0_RECENT_SAME_CLOCK,OPTIMAL,Optimal,True,0.0,0.019223600000259466,0
2025-07-17,Q4_2_PRICE_BASELINE_P0,P0_RECENT_SAME_CLOCK,OPTIMAL,Optimal,True,0.0,0.021837799999048002,0
2025-07-18,Q4_2_PRICE_BASELINE_P0,P0_RECENT_SAME_CLOCK,OPTIMAL,Optimal,True,0.0,0.021773300000859308,0
2025-07-19,Q4_2_PRICE_BASELINE_P0,P0_RECENT_SAME_CLOCK,OPTIMAL,Optimal,True,0.0,0.03952150000077381,0
2025-07-20,Q4_2_PRICE_BASELINE_P0,P0_RECENT_SAME_CLOCK,OPTIMAL,Optimal,True,0.0,0.0182572000012442,0
2025-07-21,Q4_2_PRICE_BASELINE_P0,P0_RECENT_SAME_CLOCK,OPTIMAL,Optimal,True,0.0,0.01867099999981292,0
2025-07-22,Q4_2_PRICE_BASELINE_P0,P0_RECENT_SAME_CLOCK,OPTIMAL,Optimal,True,2.1053596473610224e-16,0.018803700000717072,0
2025-07-23,Q4_2_PRICE_BASELINE_P0,P0_RECENT_SAME_CLOCK,OPTIMAL,Optimal,True,0.0,0.012410100000124658,0
2025-07-24,Q4_2_PRICE_BASELINE_P0,P0_RECENT_SAME_CLOCK,OPTIMAL,Optimal,True,0.0,0.020283700001527905,0
2025-07-25,Q4_2_PRICE_BASELINE_P0,P0_RECENT_SAME_CLOCK,OPTIMAL,Optimal,True,0.0,0.031580400000166264,0
2025-07-26,Q4_2_PRICE_BASELINE_P0,P0_RECENT_SAME_CLOCK,OPTIMAL,Optimal,True,0.0,0.052039099999092286,0
2025-07-27,Q4_2_PRICE_BASELINE_P0,P0_RECENT_SAME_CLOCK,OPTIMAL,Optimal,True,1.3754987376053192e-16,0.018772200000967132,0
2025-07-28,Q4_2_PRICE_BASELINE_P0,P0_RECENT_SAME_CLOCK,OPTIMAL,Optimal,True,0.0,0.01837830000113172,0
2025-07-29,Q4_2_PRICE_BASELINE_P0,P0_RECENT_SAME_CLOCK,OPTIMAL,Optimal,True,2.0296273649633318e-16,0.014254099998652237,0
